Go.	Va !
He delivered a speech.	Il a prononcé un discours.
He deserves the prize.	Il mérite le prix.
He did not mention it.	Il ne l'a pas mentionné.
He didn't like school.	Il n'aimait pas l'école.
He didn't like school.	Il n'aima pas l'école.
He didn't see a thing.	Il n'a rien vu.
He didn't see a thing.	Il ne vit rien.
He died from overwork.	Il est mort du fait du surmenage.
He does not like cats.	Il n'aime pas les chats.
He doesn't look happy.	Il n'a pas l'air heureux.
He drinks like a fish.	Il boit comme un poisson.
He drives his own car.	Il conduit sa propre voiture.
He dropped her a line.	Il lui laissa un mot.
He earns a great deal.	Il gagne gros.
He fell from the tree.	Il est tombé de l'arbre.
He fell off the horse.	Il est tombé de cheval.
He felt a sudden pain.	Il ressentit une douleur soudaine.
He finally made money.	Il a fini par faire de l'argent.
He gave it a new name.	Il lui a donné un nouveau nom.
He gave me 10,000 yen.	Il m'a donné dix mille yen.
He gave me an example.	Il m'a donné un exemple.
He gave me an example.	Il m'a fourni un exemple.
He gave me some money.	Il me donna un peu d'argent.
He got 90% in English.	Il a eu une note de 90 sur 100 en anglais.
He got what he wanted.	Il a obtenu ce qu'il voulait.
He got what he wanted.	Il obtint ce qu'il voulait.
He had a strong alibi.	Il avait un alibi solide.
He had the last laugh.	Il a ri le dernier.
He had the right idea.	Il eut la bonne idée.
He had the right idea.	Il a eu la bonne idée.
He has a Japanese car.	Il a une voiture japonaise.
He has a drug allergy.	Il fait une allergie aux médicaments.
He has a drug allergy.	Il est sujet à une allergie aux médicaments.
He has a large family.	Il a une grande famille.
He has a little money.	Il a un peu d'argent.
He has a lot of money.	Il possède beaucoup d'argent.
He has a lot of money.	Il dispose de beaucoup d'argent.
He has a lot of poise.	Il a beaucoup d'assurance.
He has a sharp tongue.	Il a une langue de vipère.
He has absolute power.	Il a un pouvoir absolu.
He has been to France.	Il est allé en France.
He has been to France.	Il a été en France.
He has done it before.	Il l'a fait auparavant.
He has just come back.	Il vient juste de rentrer.
He has just left home.	Il vient de quitter la maison.
He has just left home.	Il vient de partir de chez lui.
He has three children.	Il a trois fils.
He has to stay in bed.	Il doit rester au lit.
He has too many books.	Il a trop de livres.
He has too much pride.	Il a trop de fierté.
He hasn't arrived yet.	Il n'est pas encore arrivé.
He himself went there.	Il y est allé en personne.
He hit me in the face.	Il me frappa au visage.
He hit me on the head.	Il m’a frappé à la tête.
He hopes to go abroad.	Il espère aller à l'étranger.
He hung on to his job.	Il s'accrocha à son travail.
He ignored her advice.	Il a ignoré son conseil.
He interpreted for me.	Il interpréta pour moi.
He is a big prankster.	C'est un grand farceur.
He is a famous artist.	C'est un artiste célèbre.
He is a heroin addict.	Il est héroïno-dépendant.
He is a heroin addict.	Il est dépendant à l'héroïne.
He is a living fossil!	C'est un fossile vivant !
He is a man of reason.	C'est un homme de raison.
He is a man of vision.	Il est un homme de vision.
He is a man of wealth.	C'est un homme riche.
He is a man of wisdom.	C'est un homme sage.
He is a sharp-shooter.	C'est un tireur d'élite.
He is a spoiled child.	C'est un enfant gâté.
He is a spoiled child.	C'est un enfant pourri gâté.
He is a tennis player.	C'est un joueur de tennis.
He is above suspicion.	Il est au-dessus de tout soupçon.
He is afraid of death.	Il a peur de la mort.
He is afraid of death.	Il craint la mort.
He is always laughing.	Il est toujours en train de rire.
He is always prepared.	Il est toujours prêt.
He is always studying.	Il étudie tout le temps.
He is an army officer.	Il est officier de l'armée.
He is as good as dead.	Il est comme mort.
He is away on holiday.	Il est parti en vacances.
He is blinded by love.	Il est aveuglé par l'amour.
He is eager to please.	Il cherche à plaire.
He is good at cooking.	Il est bon cuisinier.
He is good at driving.	C'est un bon conducteur.
He is good at driving.	Il est bon conducteur.
He is good at singing.	Il est bon chanteur.
He is good at singing.	Il chante bien.
He is in the bathroom.	Il est dans la salle de bain.
He is in the bathroom.	Il est aux toilettes.
He is just an amateur.	Il n'est qu'un amateur.
He is lost in thought.	Il est perdu dans ses pensées.
He is mad about music.	C'est un fondu de musique.
He is mad about music.	C'est un fou de musique.
He is my close friend.	C'est un ami très proche.
He is my close friend.	C'est mon ami intime.
He is no ordinary man.	Ce n'est pas un homme ordinaire.
He is not always late.	Il n'est pas toujours en retard.
He is not an American.	Il n'est pas américain.
He is not kind to her.	Il n'est pas gentil avec elle.
He is not kind to her.	Il n'est pas gentil à son égard.
He is not what he was.	Il n'est plus ce qu'il était.
He is on another line.	Il est sur une autre ligne.
He is poor, but happy.	Il est pauvre, mais heureux.
He is said to be rich.	On dit qu'il est riche.
He is such a show off.	C'est un tel frimeur !
He is sure of success.	Il est sûr de réussir.
He is sure of success.	Il est sûr de son succès.
He is sure to succeed.	Il est sûr de réussir.
He is sure to succeed.	Il est sûr de son succès.
He is tall and strong.	Il est grand et fort.
He is the tallest boy.	C'est le garçon le plus grand.
He is unable to do it.	Il est incapable de le faire.
He is very mean to me.	Il est très méchant avec moi.
He is washing his car.	Il lave sa voiture.
He is washing the car.	Il est en train de laver la voiture.
He is watching TV now.	Maintenant il regarde la télé.
He is wearing glasses.	Il porte des lunettes.
He is writing a novel.	Il est en train d'écrire un roman.
He isn't happy at all.	Il n'est pas du tout satisfait.
He isn't happy at all.	Il n'est pas du tout content.
He kept pace with her.	Il alla à la même vitesse qu'elle.
He kept staring at me.	Il n'arrêtait pas de me regarder.
He kept staring at me.	Il continua à me regarder.
He kept staring at me.	Il a continué à me regarder.
He knows us very well.	Il nous connaît très bien.
He knows who they are.	Il sait qui ils sont.
He lacks common sense.	Il est dépourvu de sens commun.
He landed a big trout.	Il remonta une grosse truite.
He landed a big trout.	Il sortit une grosse truite de l'eau.
He left her all alone.	Il l'a laissée toute seule.
He left the door open.	Il a laissé la porte ouverte.
He let go of the rope.	Il a lâché la corde.
He let go of the rope.	Il lâcha la corde.
He licked his fingers.	Il se lécha les doigts.
He licked his fingers.	Il s'est léché les doigts.
He lied about his age.	Il a menti sur son âge.
He likes Italian food.	Il aime la nourriture italienne.
He likes soccer a lot.	Il adore le foot.
He likes taking walks.	Il aime faire des promenades.
He likes taking walks.	Il aime effectuer des promenades.
He lived a happy life.	Il passa une vie heureuse.
He lived a happy life.	Il vivait une vie heureuse.
He lives in a village.	Il habite dans un village.
He lives off the grid.	Il vit en marge de la société.
He looked for the key.	Il a cherché la clé.
He looks kind of pale.	Il a l'air pâlot.
He looks like a horse.	Il ressemble à un cheval.
He looks very worried.	Il a l'air très inquiet.
He looks very worried.	Il a l'air fort inquiet.
He lost his new watch.	Il a perdu sa nouvelle montre.
He loves taking trips.	Il adore voyager.
He loves taking trips.	Il adore entreprendre des voyages.
He made me a new suit.	Il m'a confectionné un nouveau costume.
He made up that story.	Il a inventé l'histoire.
He made up that story.	Il inventa cette histoire.
He may be sick in bed.	Il est peut-être souffrant.
He may be sick in bed.	Il est peut-être alité.
He might not be happy.	Il pourrait ne pas être content.
He moved close to her.	Il s'approcha d'elle.
He moved close to her.	Il s'est approché d'elle.
He must be a good boy.	C'est sûrement un bon garçon.
He must be over fifty.	Il doit avoir passé les cinquante ans.
He must be over fifty.	Il doit avoir la cinquantaine passée.
He must be over sixty.	Il doit avoir plus de 60 ans.
He must be very happy.	Il doit être très heureux.
He must have been ill.	Il doit avoir été malade.
He never speaks to me.	Il ne me parle jamais.
He never touched wine.	Il ne buvait jamais de vin.
He often plays guitar.	Il joue souvent de la guitare.
He owns a lot of land.	Il possède beaucoup de terre.
He picked up the book.	Il a ramassé le livre.
He practices medicine.	Il pratique la médecine.
He presented his card.	Il présenta sa carte.
He proved to be a spy.	Il s'est révélé être un espion.
He put the phone down.	Il reposa le téléphone.
He ran away from home.	Il s'est enfui de chez lui.
He reads a great deal.	Il lit énormément.
He rejected our offer.	Il a rejeté notre offre.
He rejected our offer.	Il a rejeté notre proposition.
He rejected our offer.	Il rejeta notre proposition.
He rested for a while.	Il s'est reposé un moment.
He robbed an old lady.	Il a volé une vieille dame.
He sat in front of me.	Il s'est assis devant moi.
He sat reading a book.	Il était assis à lire un livre.
He scratched his head.	Il se gratta la tête.
He scratched his head.	Il s'est gratté la tête.
He seems to be asleep.	On dirait qu'il est endormi.
He seems to be honest.	Il semble honnête.
He showed her the way.	Il lui indiqua le chemin.
He showed her the way.	Il lui a indiqué le chemin.
He slipped on the ice.	Il a glissé sur la glace.
He speaks really well.	Il parle vraiment bien.
He sprained his ankle.	Il s'est foulé la cheville.
He started a new life.	Il commença une nouvelle vie.
He swims in the river.	Il nage dans la rivière.
He talked about music.	Il parla de musique.
He teaches us English.	Il nous enseigne l'anglais.
He teaches us history.	Il nous enseigne l'histoire.
He tends to tell lies.	Il a tendance à raconter des mensonges.
He thinks I'm jealous.	Il pense que je suis jaloux.
He thinks I'm jealous.	Il pense que je suis jalouse.
He threw in the towel.	Il a jeté l'éponge.
He threw me the apple.	Il m'a lancé la pomme.
He told a funny story.	Il a raconté une histoire drôle.
He told me everything.	Il m'a tout dit.
He took a deep breath.	Il prit une profonde inspiration.
He took us to the zoo.	Il nous a emmenés au zoo.
He tried to choke him.	Il a essayé de l'étrangler.
He turned a blind eye.	Il refusa de le voir.
He turned a blind eye.	Il a refusé de le voir.
He turned over in bed.	Il se retourna dans le lit.
He unbuckled his belt.	Il déboucla sa ceinture.
He unbuckled his belt.	Il a débouclé sa ceinture.
He used to read a lot.	Il lisait beaucoup.
He walked with a limp.	Il marchait en boitant.
He wanted to meet you.	Il voulut te rencontrer.
He wanted to meet you.	Il voulut vous rencontrer.
He wanted to meet you.	Il a voulu te rencontrer.
He wanted to meet you.	Il a voulu vous rencontrer.
He was a rugby player.	C'était un joueur de rugby.
He was a rugby player.	Il était joueur de rugby.
He was about to speak.	Il allait parler.
He was almost drowned.	Il était presque noyé.
He was awfully skinny.	Il était horriblement maigre.
He was born in Africa.	Il est né en Afrique.
He was chosen captain.	On l'a fait capitaine.
He was chosen captain.	Il a été choisi pour capitaine.
He was chosen captain.	Il a été choisi comme capitaine.
He was eager for news.	Il attendait les nouvelles avec impatience.
He was excommunicated.	Il fut excommunié.
He was excommunicated.	Il a été excommunié.
He was given the sack.	Il fut viré.
He was hard to please.	Il était difficile à satisfaire.
He was just behind me.	Il était juste derrière moi.
He was my best friend.	Il fut mon meilleur ami.
He was my best friend.	Il a été mon meilleur ami.
He was my best friend.	Il était mon meilleur ami.
He was nearly drowned.	Il a manqué être noyé.
He was nearly drowned.	Il a failli se noyer.
He was painfully thin.	Il était atrocement mince.
He was sent to prison.	Il a été envoyé en prison.
He was sick last week.	Il était malade la semaine dernière.
He was staring at her.	Il la fixait.
He was unable to move.	Il était incapable de bouger.
He was unable to move.	Il était incapable de se mouvoir.
He went back to Japan.	Il est retourné au Japon.
He went down the hill.	Il descendit de la colline.
He went into teaching.	Il est allé dans l'enseignement.
He went into the bank.	Il pénétra dans la banque.
He will be here today.	Il sera là aujourd'hui.
He will come tomorrow.	Il viendra demain.
He will get back soon.	Il reviendra bientôt.
He will join us later.	Il nous rejoindra plus tard.
He will never make it.	Il n'y arrivera jamais.
He will never make it.	Il n'y parviendra jamais.
He will run for mayor.	Il va se présenter pour être maire.
He won a bronze medal.	Il a gagné une médaille de bronze.
He won the race again.	Il a encore gagné la course.
He wrote it hurriedly.	Il l'a écrit à la hâte.
He'll be safe with me.	Il sera en sécurité avec moi.
He'll rip my head off.	Il m'arrachera la tête.
He's a fine young lad.	C'est un bon gars.
He's a notorious liar.	C'est un menteur notoire.
He's afraid of snakes.	Il a peur des serpents.
He's allergic to cats.	Il est allergique aux chats.
He's allergic to cats.	Il a une allergie aux chats.
He's an absolute fool.	Il est complètement fou.
He's an oceanographer.	Il est océanographe.
He's away on business.	Il est parti pour affaires.
He's away on vacation.	Il est absent en congés.
He's done this before.	Il l'a fait auparavant.
He's eating lunch now.	Il est en train de prendre son déjeuner, à l'heure actuelle.
He's enjoying himself.	Il s'amuse.
He's gone into hiding.	Il est parti au maquis.
He's gone into hiding.	Il se planque.
He's gone into hiding.	Il se cache.
He's hungry for power.	Il a soif de pouvoir.
He's just buying time.	Il est juste en train de gagner du temps.
He's just kidding you.	Il se moque juste de toi.
He's kind of handsome.	Il est plutôt beau.
He's learning Chinese.	Il apprend le chinois.
He's my older brother.	C'est mon frère aîné.
He's not always happy.	Il n'est pas toujours heureux.
He's not in our group.	Il n'est pas dans notre groupe.
He's not in our group.	Il ne fait pas partie de notre groupe.
He's on his last legs.	Il est au bout de ses forces.
He's on his last legs.	Il est à bout de force.
He's our only suspect.	Il est notre unique suspect.
He's right behind you.	Il se trouve juste derrière vous.
He's right behind you.	Il se trouve juste derrière toi.
He's right behind you.	Il est juste derrière vous.
He's right behind you.	Il est juste derrière toi.
He's stronger than me.	Il est plus fort que moi.
He's such a cold fish.	Il est si distant.
He's such a great guy.	C'est un type tellement sympa !
He's their only child.	C'est leur unique enfant.
He's very experienced.	Il a beaucoup d'expérience.
He's very intelligent.	Il est très intelligent.
He's washing your car.	Il lave votre voiture.
He's with his parents.	Il est avec ses parents.
He's young and single.	Il est jeune et célibataire.
Hello, how's business?	Salut, comment marche ton affaire ?
